Surate_N,Verset_N,Mot_N,Morpheme_N,MORPHEME,LEM,ROOT
22,16,1,1,wa,,
22,16,1,2,ka,,
22,16,1,3,*a`lika,*a`lik,
22,16,2,1,>anzalo,>anzala,nzl
22,16,2,2,na`,,
22,16,2,3,hu,,
22,16,3,1,'aAya`tK],'aAyap,Ayy
22,16,4,1,bay~ina`tK,bay~inap,byn
22,16,5,1,wa,,
22,16,5,2,>an~a,>an~,
22,16,6,1,{ll~aha,{ll~ah,Alh
22,16,7,1,yahodiY,hadaY,hdy
22,16,8,1,man,"man
",
22,16,9,1,yuriydu,>araAda,rwd
22,17,1,1,<in~a,<in~,
22,17,2,1,{l~a*iyna,{l~a*iY,
22,17,3,1,'aAmanu,'aAmana,Amn
22,17,3,2,wA@,,
22,17,4,1,wa,,
22,17,4,2,{l~a*iyna,{l~a*iY,
22,17,5,1,haAdu,haAdu,hwd
22,17,5,2,wA@,,
22,17,6,1,wa,,
22,17,6,2,{l,,
22,17,6,3,S~a`bi_#iyna,S~a`bi_#iyn,SbA
22,17,7,1,wa,,
22,17,7,2,{l,,
22,17,7,3,n~aSa`raY`,naSoraAniy~,nSr
22,17,8,1,wa,,
22,17,8,2,{lo,,
22,17,8,3,majuwsa,majuws,mjs
22,17,9,1,wa,,
22,17,9,2,{l~a*iyna,{l~a*iY,
22,17,10,1,>a$oraku,>a$oraka,$rk
22,17,10,2,w^A@,,
22,17,11,1,<in~a,<in~,
22,17,12,1,{ll~aha,{ll~ah,Alh
22,17,13,1,yafoSilu,faSala,fSl
22,17,14,1,bayona,bayon,byn
22,17,14,2,humo,,
22,17,15,1,yawoma,yawom,ywm
22,17,16,1,{lo,,
22,17,16,2,qiya`mapi,qiya`map,qwm
22,17,17,1,<in~a,<in~,
22,17,18,1,{ll~aha,{ll~ah,Alh
22,17,19,1,EalaY`,"EalaY`
",
22,17,20,1,kul~i,kul~,kll
22,17,21,1,$aYo'K,$aYo',$yA
22,17,22,1,$ahiydN,$ahiyd,$hd
22,18,1,1,>a,,
22,18,1,2,lamo,"lam
",
22,18,2,1,tara,ra'aA,rAy
22,18,3,1,>an~a,>an~,
22,18,4,1,{ll~aha,{ll~ah,Alh
22,18,5,1,yasojudu,sajada,sjd
22,18,6,1,la,,
22,18,6,2,"hu,",,
22,18,7,1,man,"man
",
22,18,8,1,fiY,"fiY
",
22,18,9,1,{l,,
22,18,9,2,s~ama`wa`ti,samaA^',smw
22,18,10,1,wa,,
22,18,10,2,man,"man
",
22,18,11,1,fiY,"fiY
",
22,18,12,1,{lo,,
22,18,12,2,>aroDi,>aroD,ArD
22,18,13,1,wa,,
22,18,13,2,{l,,
22,18,13,3,$~amosu,$amos,$ms
22,18,14,1,wa,,
22,18,14,2,{lo,,
22,18,14,3,qamaru,qamar,qmr
22,18,15,1,wa,,
22,18,15,2,{l,,
22,18,15,3,n~ujuwmu,n~ajom,njm
22,18,16,1,wa,,
22,18,16,2,{lo,,
22,18,16,3,jibaAlu,jabal,jbl
22,18,17,1,wa,,
22,18,17,2,{l,,
22,18,17,3,$~ajaru,$ajar,$jr
22,18,18,1,wa,,
22,18,18,2,{l,,
22,18,18,3,d~awaA^b~u,daA^b~ap,dbb
22,18,19,1,wa,,
22,18,19,2,kaviyrN,kaviyr,kvr
22,18,20,1,m~ina,"min
",
22,18,21,1,{l,,
22,18,21,2,n~aAsi,n~aAs,nws
22,18,22,1,wa,,
22,18,22,2,kaviyrN,kaviyr,kvr
22,18,23,1,Haq~a,Haq~a,Hqq
22,18,24,1,Ealayo,"EalaY`
",
22,18,24,2,hi,,
22,18,25,1,{lo,,
22,18,25,2,Ea*aAbu,Ea*aAb,E*b
22,18,26,1,wa,,
22,18,26,2,man,"man
",
22,18,27,1,yuhini,>aha`na,hwn
22,18,28,1,{ll~ahu,{ll~ah,Alh
22,18,29,1,fa,,
22,18,29,2,maA,"maA
",
22,18,30,1,la,,
22,18,30,2,"hu,",,
22,18,31,1,min,"min
",
22,18,32,1,m~ukorimK,m~ukorim,krm
22,18,33,1,<in~a,<in~,
22,18,34,1,{ll~aha,{ll~ah,Alh
22,18,35,1,yafoEalu,faEala,fEl
22,18,36,1,maA,"maA
",
22,18,37,1,ya$aA^'u,$aA^'a,$yA
22,19,1,1,ha`*aAni,ha`*a`n,
22,19,2,1,xaSomaAni,xaSom,xSm
22,19,3,1,{xotaSamu,{xotaSamu,xSm
22,19,3,2,wA@,,
22,19,4,1,fiY,"fiY
",
22,19,5,1,rab~i,rab~,rbb
22,19,5,2,himo,,
22,19,6,1,fa,,
22,19,6,2,{l~a*iyna,{l~a*iY,
22,19,7,1,kafaru,kafara,kfr
22,19,7,2,wA@,,
22,19,8,1,quT~iEato,qaT~aEa,qTE
22,19,9,1,la,,
22,19,9,2,humo,,
22,19,10,1,viyaAbN,viyaAb,vwb
22,19,11,1,m~in,"min
",
22,19,12,1,n~aArK,naAr,nwr
22,19,13,1,yuSab~u,Sab~a,Sbb
22,19,14,1,min,"min
",
22,19,15,1,fawoqi,fawoq,fwq
22,19,16,1,ru'uwsi,ra>os,rAs
22,19,16,2,himu,,
22,19,17,1,{lo,,
22,19,17,2,Hamiymu,Hamiym,Hmm
22,20,1,1,yuSoharu,yuSoharu,Shr
22,20,2,1,bi,,
22,20,2,2,hi.,,
22,20,3,1,maA,"maA
",
22,20,4,1,fiY,"fiY
",
22,20,5,1,buTuwni,baTon,bTn
22,20,5,2,himo,,
22,20,6,1,wa,,
22,20,6,2,{lo,,
22,20,6,3,juluwdu,juluwd,jld
22,21,1,1,wa,,
22,21,1,2,la,,
22,21,1,3,hum,,
22,21,2,1,m~aqa`miEu,m~aqa`miE,qmE
22,21,3,1,mino,"min
",
22,21,4,1,HadiydK,Hadiyd,Hdd
22,22,1,1,kul~amaA^,kul~amaA,"kll
"
22,22,2,1,>araAdu,>araAda,rwd
22,22,2,2,w^A@,,
22,22,3,1,>an,">an
",
22,22,4,1,yaxoruju,xaraja,xrj
22,22,4,2,wA@,,
22,22,5,1,mino,"min
",
22,22,5,2,haA,,
22,22,6,1,mino,"min
",
22,22,7,1,gam~K,gam~,gmm
22,22,8,1,>uEiydu,>uEiydu,Ewd
22,22,8,2,wA@,,
22,22,9,1,fiy,"fiY
",
22,22,9,2,haA,,
22,22,10,1,wa,,
22,22,10,2,*uwqu,*aAqu,*wq
22,22,10,3,wA@,,
22,22,11,1,Ea*aAba,Ea*aAb,E*b
22,22,12,1,{lo,,
22,22,12,2,Hariyqi,Hariyq,Hrq
22,23,1,1,<in~a,<in~,
22,23,2,1,{ll~aha,{ll~ah,Alh
22,23,3,1,yudoxilu,>udoxila,dxl
22,23,4,1,{l~a*iyna,{l~a*iY,
22,23,5,1,'aAmanu,'aAmana,Amn
22,23,5,2,wA@,,
22,23,6,1,wa,,
22,23,6,2,Eamilu,Eamila,Eml
22,23,6,3,wA@,,
22,23,7,1,{l,,
22,23,7,2,S~a`liHa`ti,S~a`liHa`t,SlH
22,23,8,1,jan~a`tK,jan~ap,jnn
22,23,9,1,tajoriY,jarayo,jry
22,23,10,1,min,"min
",
22,23,11,1,taHoti,taHot,tHt
22,23,11,2,haA,,
22,23,12,1,{lo,,
22,23,12,2,>anoha`ru,nahar,nhr
22,23,13,1,yuHal~a,Hul~u,Hly
22,23,13,2,wona,,
22,23,14,1,fiy,"fiY
",
22,23,14,2,haA,,
22,23,15,1,mino,"min
",
22,23,16,1,>asaAwira,>asaAwir,swr
22,23,17,1,min,"min
",
22,23,18,1,*ahabK,*ahab,*hb
22,23,19,1,wa,,
22,23,19,2,lu&olu&FA,lu&olu&,lAlA
22,23,20,1,wa,,
22,23,20,2,libaAsu,libaAs,lbs
22,23,20,3,humo,,
22,23,21,1,fiy,"fiY
",
22,23,21,2,haA,,
22,23,22,1,HariyrN,Hariyr,Hrr
22,24,1,1,wa,,
22,24,1,2,hudu,hadaY,hdy
22,24,1,3,w^A@,,
22,24,2,1,<ilaY,"<ilaY`
",
22,24,3,1,{l,,
22,24,3,2,T~ay~ibi,Tay~ib,Tyb
22,24,4,1,mina,"min
",
22,24,5,1,{lo,,
22,24,5,2,qawoli,qawol,qwl
22,24,6,1,wa,,
22,24,6,2,hudu,hadaY,hdy
22,24,6,3,w^A@,,
22,24,7,1,<ilaY`,"<ilaY`
",
22,24,8,1,Sira`Ti,Sira`T,SrT
22,24,9,1,{lo,,
22,24,9,2,Hamiydi,Hamiyd,Hmd
22,25,1,1,<in~a,<in~,
22,25,2,1,{l~a*iyna,{l~a*iY,
22,25,3,1,kafaru,kafara,kfr
22,25,3,2,wA@,,
22,25,4,1,wa,,
22,25,4,2,yaSud~u,Sad~a,Sdd
22,25,4,3,wna,,
22,25,5,1,Ean,"Ean
",
22,25,6,1,sabiyli,sabiyl,sbl
22,25,7,1,{ll~ahi,{ll~ah,Alh
22,25,8,1,wa,,
22,25,8,2,{lo,,
22,25,8,3,masojidi,masojid,sjd
22,25,9,1,{lo,,
22,25,9,2,HaraAmi,HaraAm,Hrm
22,25,10,1,{l~a*iY,{l~a*iY,
22,25,11,1,jaEalo,jaEala,jEl
22,25,11,2,na`,,
22,25,11,3,hu,,
22,25,12,1,li,,
22,25,12,2,l,,
22,25,12,3,n~aAsi,n~aAs,nws
22,25,13,1,sawaA^'F,sawaA^',swy
22,25,14,1,{lo,,
22,25,14,2,Ea`kifu,EaAkif,Ekf
22,25,15,1,fiy,"fiY
",
22,25,15,2,hi,,
22,25,16,1,wa,,
22,25,16,2,{lo,,
22,25,16,3,baAdi,baAd,bdw
22,25,17,1,wa,,
22,25,17,2,man,"man
",
22,25,18,1,yurido,>araAda,rwd
22,25,19,1,fiy,"fiY
",
22,25,19,2,hi,,
22,25,20,1,bi,,
22,25,20,2,<iloHaAdK],<iloHaAd,lHd
22,25,21,1,bi,,
22,25,21,2,ZulomK,Zulom,Zlm
22,25,22,1,n~u*iqo,>a*aAqa,*wq
22,25,22,2,hu,,
22,25,23,1,mino,"min
",
22,25,24,1,Ea*aAbK,Ea*aAb,E*b
22,25,25,1,>aliymK,>aliym,Alm
22,26,1,1,wa,,
22,26,1,2,<i*o,"<i*
",
22,26,2,1,baw~a>o,baw~a>a,bwA
22,26,2,2,naA,,
22,26,3,1,li,,
22,26,3,2,<ibora`hiyma,<iboraAhiym,
22,26,4,1,makaAna,m~akaAn,kwn
22,26,5,1,{lo,,
22,26,5,2,bayoti,bayot,byt
22,26,6,1,>an,">an
",
22,26,7,1,l~aA,"laA
",
22,26,8,1,tu$oriko,>a$oraka,$rk
22,26,9,1,bi,,
22,26,9,2,Y,,
22,26,10,1,$ayo_#FA,$aYo',$yA
22,26,11,1,wa,,
22,26,11,2,Tah~iro,Tah~ara,Thr
22,26,12,1,bayoti,bayot,byt
22,26,12,2,Ya,,
22,26,13,1,li,,
22,26,13,2,l,,
22,26,13,3,T~aA^}ifiyna,TaA^}if,Twf
22,26,14,1,wa,,
22,26,14,2,{lo,,
22,26,14,3,qaA^}imiyna,qaA^}im,qwm
22,26,15,1,wa,,
22,26,15,2,{l,,
22,26,15,3,r~uk~aEi,raAkiE,rkE
22,26,16,1,{l,,
22,26,16,2,s~ujuwdi,s~ujuwd,sjd
22,27,1,1,wa,,
22,27,1,2,>a*~in,>a*~ana,A*n
22,27,2,1,fiY,"fiY
",
22,27,3,1,{l,,
22,27,3,2,n~aAsi,n~aAs,nws
22,27,4,1,bi,,
22,27,4,2,{lo,,
22,27,4,3,Haj~i,Haj~,Hjj
22,27,5,1,ya>otu,>ataY,Aty
22,27,5,2,w,,
22,27,5,3,ka,,
22,27,6,1,rijaAlFA,rijaAl,rjl
22,27,7,1,wa,,
22,27,7,2,EalaY`,"EalaY`
",
22,27,8,1,kul~i,kul~,kll
22,27,9,1,DaAmirK,DaAmir,Dmr
22,27,10,1,ya>otiy,>ataY,Aty
22,27,10,2,na,,
22,27,11,1,min,"min
",
22,27,12,1,kul~i,kul~,kll
22,27,13,1,faj~K,faj~,fjj
22,27,14,1,EamiyqK,Eamiyq,Emq
22,28,1,1,l~i,,
22,28,1,2,ya$ohadu,$ahida,$hd
22,28,1,3,wA@,,
22,28,2,1,mana`fiEa,mana`fiE,nfE
22,28,3,1,la,,
22,28,3,2,humo,,
22,28,4,1,wa,,
22,28,4,2,ya*okuru,*akara,*kr
22,28,4,3,wA@,,
22,28,5,1,{soma,{som,smw
22,28,6,1,{ll~ahi,{ll~ah,Alh
22,28,7,1,fiY^,"fiY
",
22,28,8,1,>ay~aAmK,yawom,ywm
22,28,9,1,m~aEoluwma`tK,m~aEoluwma`t,Elm
22,28,10,1,EalaY`,"EalaY`
",
22,28,11,1,maA,"maA
",
22,28,12,1,razaqa,razaqa,rzq
22,28,12,2,hum,,
22,28,13,1,m~in[,"min
",
22,28,14,1,bahiymapi,bahiymap,bhm
22,28,15,1,{lo,,
22,28,15,2,>anoEa`mi,n~aEam,nEm
22,28,16,1,fa,,
22,28,16,2,kulu,>akala,Akl
22,28,16,3,wA@,,
22,28,17,1,mino,"min
",
22,28,17,2,haA,,
22,28,18,1,wa,,
22,28,18,2,>aToEimu,>aToEama,TEm
22,28,18,3,wA@,,
22,28,19,1,{lo,,
22,28,19,2,baA^}isa,baA^}is,bAs
22,28,20,1,{lo,,
22,28,20,2,faqiyra,faqiyr,fqr
22,29,1,1,vum~a,"vum~
",
22,29,2,1,lo,,
22,29,2,2,yaqoDu,qaDaY`^,qDy
22,29,2,3,wA@,,
22,29,3,1,tafava,tafav,tfv
22,29,3,2,humo,,
22,29,4,1,wa,,
22,29,4,2,lo,,
22,29,4,3,yuwfu,>awofaY`,wfy
22,29,4,4,wA@,,
22,29,5,1,nu*uwra,nu*uwr,n*r
22,29,5,2,humo,,
22,29,6,1,wa,,
22,29,6,2,lo,,
22,29,6,3,yaT~aw~afu,yaT~aw~afa,Twf
22,29,6,4,wA@,,
22,29,7,1,bi,,
22,29,7,2,{lo,,
22,29,7,3,bayoti,bayot,byt
22,29,8,1,{lo,,
22,29,8,2,Eatiyqi,Eatiyq,Etq
22,30,1,1,*a`lika,*a`lik,
22,30,2,1,wa,,
22,30,2,2,man,"man
",
22,30,3,1,yuEaZ~imo,yuEaZ~imo,EZm
22,30,4,1,Huruma`ti,Huruma`t,Hrm
22,30,5,1,{ll~ahi,{ll~ah,Alh
22,30,6,1,fa,,
22,30,6,2,huwa,,
22,30,7,1,xayorN,xayor,xyr
22,30,8,1,l~a,,
22,30,8,2,"hu,",,
22,30,9,1,Einda,Eind,End
22,30,10,1,rab~i,rab~,rbb
22,30,10,2,hi.,,
22,30,11,1,wa,,
22,30,11,2,>uHil~ato,>aHal~a,Hll
22,30,12,1,la,,
22,30,12,2,kumu,,
22,30,13,1,{lo,,
22,30,13,2,>anoEa`mu,n~aEam,nEm
22,30,14,1,<il~aA,"<il~aA
",
22,30,15,1,maA,"maA
",
22,30,16,1,yutolaY`,talaY`,tlw
22,30,17,1,Ealayo,"EalaY`
",
22,30,17,2,kumo,,
22,30,18,1,fa,,
22,30,18,2,{jotanibu,{jotanabu,jnb
22,30,18,3,wA@,,
22,30,19,1,{l,,
22,30,19,2,r~ijosa,rijos,rjs
22,30,20,1,mina,"min
",
22,30,21,1,{lo,,
22,30,21,2,>awova`ni,>awova`n,wvn
22,30,22,1,wa,,
22,30,22,2,{jotanibu,{jotanabu,jnb
22,30,22,3,wA@,,
22,30,23,1,qawola,qawol,qwl
22,30,24,1,{l,,
22,30,24,2,z~uwri,z~uwr,zwr
22,31,1,1,HunafaA^'a,Haniyf,Hnf
22,31,2,1,li,,
22,31,2,2,l~ahi,{ll~ah,Alh
22,31,3,1,gayora,gayor,gyr
22,31,4,1,mu$orikiyna,mu$orik,$rk
22,31,5,1,bi,,
22,31,5,2,hi.,,
22,31,6,1,wa,,
22,31,6,2,man,"man
",
22,31,7,1,yu$oriko,>a$oraka,$rk
22,31,8,1,bi,,
22,31,8,2,{ll~ahi,{ll~ah,Alh
22,31,9,1,fa,,
22,31,9,2,ka>an~a,ka>an~,
22,31,9,3,maA,"maA
",
22,31,10,1,xar~a,xar~a,xrr
22,31,11,1,mina,"min
",
22,31,12,1,{l,,
22,31,12,2,s~amaA^'i,samaA^',smw
22,31,13,1,fa,,
22,31,13,2,taxoTafu,xaTifa,xTf
22,31,13,3,hu,,
22,31,14,1,{l,,
22,31,14,2,T~ayoru,Tayor,Tyr
22,31,15,1,>awo,">aw
",
22,31,16,1,tahowiY,hawaY`,hwy
22,31,17,1,bi,,
22,31,17,2,hi,,
22,31,18,1,{l,,
22,31,18,2,r~iyHu,riyH,rwH
22,31,19,1,fiY,"fiY
",
22,31,20,1,makaAnK,m~akaAn,kwn
22,31,21,1,saHiyqK,saHiyq,sHq
22,32,1,1,*a`lika,*a`lik,
22,32,2,1,wa,,
22,32,2,2,man,"man
",
22,32,3,1,yuEaZ~imo,yuEaZ~imo,EZm
22,32,4,1,$aEa`^}ira,$aEa`^}ir,$Er
22,32,5,1,{ll~ahi,{ll~ah,Alh
22,32,6,1,fa,,
22,32,6,2,<in~a,<in~,
22,32,6,3,haA,,
22,32,7,1,min,"min
",
22,32,8,1,taqowaY,taqowaY,wqy
22,32,9,1,{lo,,
22,32,9,2,quluwbi,qalob,qlb
22,33,1,1,la,,
22,33,1,2,kumo,,
22,33,2,1,fiy,"fiY
",
22,33,2,2,haA,,
22,33,3,1,mana`fiEu,mana`fiE,nfE
22,33,4,1,<ilaY`^,"<ilaY`
",
22,33,5,1,>ajalK,>ajal,Ajl
22,33,6,1,m~usam~FY,m~usam~FY,smw
22,33,7,1,vum~a,"vum~
",
22,33,8,1,maHil~u,maHil~,Hll
22,33,8,2,haA^,,
22,33,9,1,<ilaY,"<ilaY`
",
22,33,10,1,{lo,,
22,33,10,2,bayoti,bayot,byt
22,33,11,1,{lo,,
22,33,11,2,Eatiyqi,Eatiyq,Etq
22,34,1,1,wa,,
22,34,1,2,li,,
22,34,1,3,kul~i,kul~,kll
22,34,2,1,>um~apK,>um~ap,Amm
22,34,3,1,jaEalo,jaEala,jEl
22,34,3,2,naA,,
22,34,4,1,mansakFA,mansak,nsk
22,34,5,1,l~i,,
22,34,5,2,ya*okuru,*akara,*kr
22,34,5,3,wA@,,
22,34,6,1,{soma,{som,smw
22,34,7,1,{ll~ahi,{ll~ah,Alh
22,34,8,1,EalaY`,"EalaY`
",
22,34,9,1,maA,"maA
",
22,34,10,1,razaqa,razaqa,rzq
22,34,10,2,hum,,
22,34,11,1,m~in[,"min
",
22,34,12,1,bahiymapi,bahiymap,bhm
22,34,13,1,{lo,,
22,34,13,2,>anoEa`mi,n~aEam,nEm
22,34,14,1,fa,,
22,34,14,2,<ila`hu,<ila`h,Alh
22,34,14,3,kumo,,
22,34,15,1,<ila`hN,<ila`h,Alh
22,34,16,1,wa`HidN,wa`Hid,wHd
22,34,17,1,fa,,
22,34,17,2,la,,
22,34,17,3,"hu,^",,
22,34,18,1,>asolimu,>asolama,slm
22,34,18,2,wA@,,
22,34,19,1,wa,,
22,34,19,2,ba$~iri,bu$~ira,b$r
22,34,20,1,{lo,,
22,34,20,2,muxobitiyna,muxobitiyn,xbt
22,35,1,1,{l~a*iyna,{l~a*iY,
22,35,2,1,<i*aA,"<i*aA
",
22,35,3,1,*ukira,*akara,*kr
22,35,4,1,{ll~ahu,{ll~ah,Alh
22,35,5,1,wajilato,wajilato,wjl
22,35,6,1,quluwbu,qalob,qlb
22,35,6,2,humo,,
22,35,7,1,wa,,
22,35,7,2,{l,,
22,35,7,3,S~a`biriyna,SaAbir,Sbr
22,35,8,1,EalaY`,"EalaY`
",
22,35,9,1,maA^,"maA
",
22,35,10,1,>aSaAba,>aSaAba,Swb
22,35,10,2,humo,,
22,35,11,1,wa,,
22,35,11,2,{lo,,
22,35,11,3,muqiymiY,m~uqiym,qwm
22,35,12,1,{l,,
22,35,12,2,S~alaw`pi,Salaw`p,Slw
22,35,13,1,wa,,
22,35,13,2,mi,"min
",
22,35,13,3,m~aA,"maA
",
22,35,14,1,razaqo,razaqa,rzq
22,35,14,2,na`,,
22,35,14,3,humo,,
22,35,15,1,yunfiqu,>anfaqa,nfq
22,35,15,2,wna,,
22,36,1,1,wa,,
22,36,1,2,{lo,,
22,36,1,3,budona,budon,bdn
22,36,2,1,jaEalo,jaEala,jEl
22,36,2,2,na`,,
22,36,2,3,haA,,
22,36,3,1,la,,
22,36,3,2,kum,,
22,36,4,1,m~in,"min
",
22,36,5,1,$aEa`^}iri,$aEa`^}ir,$Er
22,36,6,1,{ll~ahi,{ll~ah,Alh
22,36,7,1,la,,
22,36,7,2,kumo,,
22,36,8,1,fiy,"fiY
",
22,36,8,2,haA,,
22,36,9,1,xayorN,xayor,xyr
22,36,10,1,fa,,
22,36,10,2,{*okuru,*akara,*kr
22,36,10,3,wA@,,
22,36,11,1,{soma,{som,smw
22,36,12,1,{ll~ahi,{ll~ah,Alh
22,36,13,1,Ealayo,"EalaY`
",
22,36,13,2,haA,,
22,36,14,1,SawaA^f~a,SawaA^f~,Sff
22,36,15,1,fa,,
22,36,15,2,<i*aA,"<i*aA
",
22,36,16,1,wajabato,wajabato,wjb
22,36,17,1,junuwbu,janb,jnb
22,36,17,2,haA,,
22,36,18,1,fa,,
22,36,18,2,kulu,>akala,Akl
22,36,18,3,wA@,,
22,36,19,1,mino,"min
",
22,36,19,2,haA,,
22,36,20,1,wa,,
22,36,20,2,>aToEimu,>aToEama,TEm
22,36,20,3,wA@,,
22,36,21,1,{lo,,
22,36,21,2,qaAniEa,qaAniE,qnE
22,36,22,1,wa,,
22,36,22,2,{lo,,
22,36,22,3,muEotar~a,muEotar~,Err
22,36,23,1,ka,,
22,36,23,2,*a`lika,*a`lik,
22,36,24,1,sax~aro,sax~ara,sxr
22,36,24,2,na`,,
22,36,24,3,haA,,
22,36,25,1,la,,
22,36,25,2,kumo,,
22,36,26,1,laEal~a,laEal~,
22,36,26,2,kumo,,
22,36,27,1,ta$okuru,$akara,$kr
22,36,27,2,wna,,
22,37,1,1,lan,"lan
",
22,37,2,1,yanaAla,yanaAlu,nyl
22,37,3,1,{ll~aha,{ll~ah,Alh
22,37,4,1,luHuwmu,laHom,lHm
22,37,4,2,haA,,
22,37,5,1,wa,,
22,37,5,2,laA,"laA
",
22,37,6,1,dimaA^&u,dam,dmw
22,37,6,2,haA,,
22,37,7,1,wa,,
22,37,7,2,la`kin,"la`kin
",
22,37,8,1,yanaAlu,yanaAlu,nyl
22,37,8,2,hu,,
22,37,9,1,{l,,
22,37,9,2,t~aqowaY`,taqowaY,wqy
22,37,10,1,min,"min
",
22,37,10,2,kumo,,
22,37,11,1,ka,,
22,37,11,2,*a`lika,*a`lik,
22,37,12,1,sax~ara,sax~ara,sxr
22,37,12,2,haA,,
22,37,13,1,la,,
22,37,13,2,kumo,,
22,37,14,1,li,,
22,37,14,2,tukab~iru,kab~iro,kbr
22,37,14,3,wA@,,
22,37,15,1,{ll~aha,{ll~ah,Alh
22,37,16,1,EalaY`,"EalaY`
",
22,37,17,1,maA,"maA
",
22,37,18,1,hadaY`,hadaY,hdy
22,37,18,2,kumo,,
22,37,19,1,wa,,
22,37,19,2,ba$~iri,bu$~ira,b$r
22,37,20,1,{lo,,
22,37,20,2,muHosiniyna,muHosin,Hsn
22,38,1,1,<in~a,<in~,
22,38,2,1,{ll~aha,{ll~ah,Alh
22,38,3,1,yuda`fiEu,yuda`fiEu,dfE
22,38,4,1,Eani,"Ean
",
22,38,5,1,{l~a*iyna,{l~a*iY,
22,38,6,1,'aAmanu,'aAmana,Amn
22,38,6,2,w^A@,,
22,38,7,1,<in~a,<in~,
22,38,8,1,{ll~aha,{ll~ah,Alh
22,38,9,1,laA,"laA
",
22,38,10,1,yuHib~u,>aHobabo,Hbb
22,38,11,1,kul~a,kul~,kll
22,38,12,1,xaw~aAnK,xaw~aAn,xwn
22,38,13,1,kafuwrK,kafuwr,kfr
22,39,1,1,>u*ina,>a*ina,A*n
22,39,2,1,li,,
22,39,2,2,l~a*iyna,{l~a*iY,
22,39,3,1,yuqa`talu,qa`tala,qtl
22,39,3,2,wna,,
22,39,4,1,bi,,
22,39,4,2,>an~a,>an~,
22,39,4,3,humo,,
22,39,5,1,Zulimu,Zalama,Zlm
22,39,5,2,wA@,,
22,39,6,1,wa,,
22,39,6,2,<in~a,<in~,
22,39,7,1,{ll~aha,{ll~ah,Alh
22,39,8,1,EalaY`,"EalaY`
",
22,39,9,1,naSori,naSor,nSr
22,39,9,2,himo,,
22,39,10,1,la,,
22,39,10,2,qadiyrN,qadiyr,qdr
22,40,1,1,{l~a*iyna,{l~a*iY,
22,40,2,1,>uxoriju,>axoraja,xrj
22,40,2,2,wA@,,
22,40,3,1,min,"min
",
22,40,4,1,diya`ri,daAr,dwr
22,40,4,2,him,,
22,40,5,1,bi,,
22,40,5,2,gayori,gayor,gyr
22,40,6,1,Haq~K,Haq~,Hqq
22,40,7,1,<il~aA^,"<il~aA
",
22,40,8,1,>an,">an
",
22,40,9,1,yaquwlu,qaAla,qwl
22,40,9,2,wA@,,
22,40,10,1,rab~u,rab~,rbb
22,40,10,2,naA,,
22,40,11,1,{ll~ahu,{ll~ah,Alh
22,40,12,1,wa,,
22,40,12,2,lawolaA,"lawolaA^
",
22,40,13,1,dafoEu,dafoE,dfE
22,40,14,1,{ll~ahi,{ll~ah,Alh
22,40,15,1,{l,,
22,40,15,2,n~aAsa,n~aAs,nws
22,40,16,1,baEoDa,baEoD,bED
22,40,16,2,hum,,
22,40,17,1,bi,,
22,40,17,2,baEoDK,baEoD,bED
22,40,18,1,l~a,,
22,40,18,2,hud~imato,hud~imato,hdm
22,40,19,1,Sawa`miEu,Sawa`miE,SmE
22,40,20,1,wa,,
22,40,20,2,biyaEN,biyaE,byE
22,40,21,1,wa,,
22,40,21,2,Salawa`tN,Salaw`p,Slw
22,40,22,1,wa,,
22,40,22,2,masa`jidu,masojid,sjd
22,40,23,1,yu*okaru,*akara,*kr
22,40,24,1,fiy,"fiY
",
22,40,24,2,haA,,
22,40,25,1,{somu,{som,smw
22,40,26,1,{ll~ahi,{ll~ah,Alh
22,40,27,1,kaviyrFA,kaviyr,kvr
22,40,28,1,wa,,
22,40,28,2,la,,
22,40,28,3,yanSura,naSara,nSr
22,40,28,4,n~a,,
22,40,29,1,{ll~ahu,{ll~ah,Alh
22,40,30,1,man,"man
",
22,40,31,1,yanSuru,naSara,nSr
22,40,31,2,"hu,^",,
22,40,32,1,<in~a,<in~,
22,40,33,1,{ll~aha,{ll~ah,Alh
22,40,34,1,la,,
22,40,34,2,qawiY~N,qawiY~,qwy
22,40,35,1,EaziyzN,Eaziyz,Ezz
22,41,1,1,{l~a*iyna,{l~a*iY,
22,41,2,1,<in,"<in
",
22,41,3,1,m~ak~a,mak~a,mkn
22,41,3,2,n~a`,,
22,41,3,3,humo,,
22,41,4,1,fiY,"fiY
",
22,41,5,1,{lo,,
22,41,5,2,>aroDi,>aroD,ArD
22,41,6,1,>aqaAmu,>aqaAma,qwm
22,41,6,2,wA@,,
22,41,7,1,{l,,
22,41,7,2,S~alaw`pa,Salaw`p,Slw
22,41,8,1,wa,,
22,41,8,2,'aAta,A^taY,Aty
22,41,8,3,wuA@,,
22,41,9,1,{l,,
22,41,9,2,z~akaw`pa,zakaw`p,zkw
22,41,10,1,wa,,
22,41,10,2,>amaru,>amara,Amr
22,41,10,3,wA@,,
22,41,11,1,bi,,
22,41,11,2,{lo,,
22,41,11,3,maEoruwfi,m~aEoruwf,Erf
22,41,12,1,wa,,
22,41,12,2,naha,nahaY`,nhy
22,41,12,3,woA@,,
22,41,13,1,Eani,"Ean
",
22,41,14,1,{lo,,
22,41,14,2,munkari,munkar,nkr
22,41,15,1,wa,,
22,41,15,2,li,,
