Sourate_N,Verset_N,Verset_B,ROOTS
12,73,qaAlu wA@ ta {ll~ahi la qado Ealimo tum m~aA ji}o naA li nufosida fiY {lo >aroDi wa maA ku n~aA sa`riqiyna,qwl   Alh   Elm   jyA   fsd   ArD   kwn  srq
12,74,"qaAlu wA@ fa maA jaza`^&u hu,^ <in kun tumo ka`*ibiyna",qwl    jzy   kwn  k*b
12,75,"qaAlu wA@ jaza`^&u hu, man wujida fiY raHoli hi. fa huwa jaza`^&u hu, ka *a`lika najoziY {l Z~a`limiyna",qwl  jzy   wjd  rHl    jzy    jzy  Zlm
12,76,fa bada>a bi >awoEiyati himo qabola wiEaA^'i >axiy hi vum~a {sotaxoraja haA min wiEaA^'i >axiy hi ka *a`lika kido naA li yuwsufa maA kaAna li ya>oxu*a >axaA hu fiY diyni {lo maliki <il~aA^ >an ya$aA^'a {ll~ahu narofaEu daraja`tK m~an n~a$aA^'u wa fawoqa kul~i *iY EilomK EaliymN, bdA  wEy  qbl wEy Axw   xrj   wEy Axw    kyd     kwn  Ax* Axw   dyn  mlk   $yA Alh rfE drj  $yA  fwq kll  Elm Elm
12,77,"qaAlu w^A@ <in yasoriqo fa qado saraqa >axN l~a hu, min qabolu fa >asar~a haA yuwsufu fiY nafosi hi. wa lamo yubodi haA la humo qaAla >antumo $ar~N m~akaAnFA wa {ll~ahu >aEolamu bi maA taSifu wna",qwl   srq   srq Axw    qbl  srr    nfs    bdw    qwl  $rr kwn  Alh Elm   wSf 
12,78,"qaAlu wA@ ya`^ >ay~uhaA {lo Eaziyzu <in~a la hu,^ >abFA $ayoxFA kabiyrFA fa xu*o >aHada naA makaAna hu,^ <in~a A naraY` ka mina {lo muHosiniyna",qwl     Ezz    Abw $yx kbr  Ax* AHd  kwn    rAy    Hsn
12,79,"qaAla maEaA*a {ll~ahi >an n~a>oxu*a <il~aA man wajado naA mata`Ea naA Einda hu,^ <in~a A^ <i*FA l~a Za`limuwna",qwl Ew* Alh  Ax*   wjd  mtE  End      Zlm
12,80,fa lam~aA {sotayo_#asu wA@ mino hu xalaSu wA@ najiy~FA qaAla kabiyru humo >a lamo taEolamu w^A@ >an~a >abaA kumo qado >axa*a Ealayo kum m~awoviqFA m~ina {ll~ahi wa min qabolu maA far~aT tumo fiY yuwsufa fa lano >aboraHa {lo >aroDa Hat~aY` ya>o*ana li Y^ >abi Y^ >awo yaHokuma {ll~ahu li Y wa huwa xayoru {lo Ha`kimiyna,  yAs    xlS  njw qwl kbr    Elm   Abw   Ax*   wvq  Alh   qbl  frT      brH  ArD  A*n   Abw   Hkm Alh     xyr  Hkm
12,81,{rojiEu w^A@ <ilaY`^ >abiy kumo fa quwlu wA@ ya`^ >abaA naA^ <in~a {bona ka saraqa wa maA $ahido naA^ <il~aA bi maA Ealimo naA wa maA ku n~aA li lo gayobi Ha`fiZiyna,rjE   Abw   qwl   Abw   bny  srq   $hd     Elm    kwn    gyb HfZ
12,82,wa so_#ali {lo qaroyapa {l~atiY ku n~aA fiy haA wa {lo Eiyra {l~atiY^ >aqobalo naA fiy haA wa <in~a A la Sa`diquwna, sAl  qry  kwn      Eyr  qbl        Sdq
12,83,"qaAla balo saw~alato la kumo >anfusu kumo >amorFA fa SaborN jamiylN EasaY {ll~ahu >an ya>otiya niY bi himo jamiyEFA <in~a hu, huwa {lo Ealiymu {lo Hakiymu",qwl  swl   nfs  Amr  Sbr jml Esy Alh  Aty    jmE     Elm  Hkm
12,84,wa tawal~aY` Eano humo wa qaAla ya`^ >asafa Y` EalaY` yuwsufa wa {boyaD~ato EayonaA hu mina {lo Huzoni fa huwa kaZiymN, wly    qwl  Asf     byD Eyn    Hzn   kZm
12,85,qaAlu wA@ ta {ll~ahi tafota&uA@ ta*okuru yuwsufa Hat~aY` takuwna HaraDFA >awo takuwna mina {lo ha`likiyna,qwl   Alh ftA *kr   kwn HrD  kwn   hlk
12,86,qaAla <in~a maA^ >a$okuwA@ bav~i Y wa Huzoni Y^ <ilaY {ll~ahi wa >aEolamu mina {ll~ahi maA laA taEolamu wna,qwl   $kw bvv   Hzn   Alh  Elm  Alh   Elm 
12,87,"ya` baniY~a  {*ohabu wA@ fa taHas~asu wA@ min yuwsufa wa >axiy hi wa laA taA@yo_#asu wA@ min r~awoHi {ll~ahi <in~a hu, laA yaA@yo_#asu min r~awoHi {ll~ahi <il~aA {lo qawomu {lo ka`firuwna", bny  *hb   Hss     Axw    yAs   rwH Alh    yAs  rwH Alh   qwm  kfr
12,88,fa lam~aA daxalu wA@ Ealayo hi qaAlu wA@ ya`^ >ay~uhaA {lo Eaziyzu mas~a naA wa >ahola naA {l D~ur~u wa ji}o naA bi biDa`EapK m~uzojaY`pK fa >awofi la naA {lo kayola wa taSad~aqo Ealayo naA^ <in~a {ll~aha yajoziY {lo mutaSad~iqiyna,  dxl    qwl     Ezz mss   Ahl   Drr  jyA   bDE zjw  wfy    kyl  Sdq    Alh jzy  Sdq
12,89,qaAla halo Ealimo tum m~aA faEalo tum bi yuwsufa wa >axiy hi <i*o >antumo ja`hiluwna,qwl  Elm   fEl     Axw    jhl
12,90,"qaAlu w^A@ >a 'in~a ka la >anta yuwsufu qaAla >anaA"" yuwsufu wa ha`*aA^ >axi Y qado man~a {ll~ahu Ealayo naA^ <in~a hu, man yat~aqi wa yaSobiro fa <in~a {ll~aha laA yuDiyEu >ajora {lo muHosiniyna",qwl        qwl     Axw   mnn Alh      wqy  Sbr   Alh  DyE Ajr  Hsn
12,91,qaAlu wA@ ta {ll~ahi la qado 'aAvara ka {ll~ahu Ealayo naA wa <in ku n~aA la xa`Ti_#iyna,qwl   Alh   Avr  Alh     kwn   xTA
12,92,qaAla laA tavoriyba Ealayo kumu {lo yawoma yagofiru {ll~ahu la kumo wa huwa >aroHamu {l r~a`Himiyna,qwl  vrb    ywm gfr Alh     rHm  rHm
12,93,{*ohabu wA@ bi qamiySi Y ha`*aA fa >aloqu w hu EalaY` wajohi >abi Y ya>oti baSiyrFA wa >otu w niY bi >aholi kumo >ajomaEiyna,*hb   qmS    lqy    wjh Abw  Aty bSr  Aty    Ahl  jmE
12,94,wa lam~aA faSalati {lo Eiyru qaAla >abuw humo <in~i Y la >ajidu riyHa yuwsufa lawolaA^ >an tufan~idu w ni,  fSl  Eyr qwl Abw     wjd rwH    fnd  
12,95,qaAlu wA@ ta {ll~ahi <in~a ka la fiY Dala`li ka {lo qadiymi,qwl   Alh     Dll   qdm
12,96,fa lam~aA^ >an jaA^'a {lo ba$iyru >aloqaY` hu EalaY` wajohi hi. fa {rotad~a baSiyrFA qaAla >a lamo >aqul l~a kumo <in~i Y^ >aEolamu mina {ll~ahi maA laA taEolamu wna,   jyA  b$r lqy   wjh   rdd bSr qwl   qwl     Elm  Alh   Elm 
12,97,qaAlu wA@ ya`^ >abaA naA {sotagofiro la naA *unuwba naA^ <in~a A ku n~aA xa`Ti_#iyna,qwl   Abw  gfr   *nb    kwn  xTA
12,98,"qaAla sawofa >asotagofiru la kumo rab~i Y^ <in~a hu, huwa {lo gafuwru {l r~aHiymu",qwl  gfr   rbb      gfr  rHm
12,99,fa lam~aA daxalu wA@ EalaY` yuwsufa 'aAwaY`^ <ilayo hi >abawayo hi wa qaAla {doxulu wA@ miSora <in $aA^'a {ll~ahu 'aAminiyna,  dxl    Awy   Abw   qwl dxl  mSr  $yA Alh Amn
12,100,"wa rafaEa >abawayo hi EalaY {lo Earo$i wa xar~u wA@ la hu, suj~adFA wa qaAla ya`^ >abati  ha`*aA ta>owiylu ru'oya` Ya min qabolu qado jaEala haA rab~i Y Haq~FA wa qado >aHosana bi Y^ <i*o >axoraja niY mina {l s~ijoni wa jaA^'a bi kum m~ina {lo badowi min[ baEodi >an n~azaga {l $~ayoTa`nu bayoni Y wa bayona <ixowati Y^ <in~a rab~i Y laTiyfN l~i maA ya$aA^'u <in~a hu, huwa {lo Ealiymu {lo Hakiymu"," rfE Abw    Er$  xrr    sjd  qwl  Abw   Awl rAy   qbl  jEl  rbb  Hqq   Hsn    xrj    sjn  jyA     bdw  bEd  nzg  $Tn byn
   byn Axw   rbb  lTf   $yA     Elm  Hkm"
12,101,rab~i  qado 'aAtayo ta niY mina {lo muloki wa Eal~amo ta niY min ta>owiyli {lo >aHaAdiyvi faATira {l s~ama`wa`ti wa {lo >aroDi >anta waliY~i . fiY {l d~unoyaA wa {lo 'aAxirapi tawaf~a niY musolimFA wa >aloHiqo niY bi {l S~a`liHiyna,rbb   Aty     mlk  Elm    Awl  Hdv fTr  smw   ArD  wly    dnw   Axr wfy  slm  lHq    SlH
12,102,*a`lika mino >an[baA^'i {lo gayobi nuwHiy hi <ilayo ka wa maA kun ta ladayo himo <i*o >ajomaEu w^A@ >amora humo wa humo yamokuru wna,  nbA  gyb wHy      kwn     jmE  Amr    mkr 
12,103,wa maA^ >akovaru {l n~aAsi wa lawo HaraSo ta bi mu&ominiyna,  kvr  nws   HrS   Amn
12,104,wa maA taso_#alu humo Ealayo hi mino >ajorK <ino huwa <il~aA *ikorN l~i lo Ea`lamiyna,  sAl     Ajr    *kr   Elm
12,105,wa ka>ay~in m~ino 'aAyapK fiY {l s~ama`wa`ti wa {lo >aroDi yamur~u wna Ealayo haA wa humo Eano haA muEoriDuwna,   Ayy   smw   ArD mrr        ErD
12,106,wa maA yu&ominu >akovaru hum bi {ll~ahi <il~aA wa hum m~u$orikuwna,  Amn kvr   Alh    $rk
12,107,>a fa >aminu w^A@ >an ta>otiya humo ga`$iyapN m~ino Ea*aAbi {ll~ahi >awo ta>otiya humu {l s~aAEapu bagotapF wa humo laA ya$oEuru wna,  Amn   Aty  g$w  E*b Alh  Aty   swE bgt    $Er 
12,108,"qulo ha`*ihi. sabiyli Y^ >adoEuw^A@ <ilaY {ll~ahi EalaY` baSiyrapK >anaA"" wa mani {t~abaEa niY wa suboHa`na {ll~ahi wa maA^ >anaA"" mina {lo mu$orikiyna",qwl  sbl  dEw  Alh  bSr    tbE   sbH Alh      $rk
12,109,wa maA^ >arosalo naA min qaboli ka <il~aA rijaAlFA n~uwHiY^ <ilayo him m~ino >aholi {lo quraY`^ >a fa lamo yasiyru wA@ fiY {lo >aroDi fa yanZuru wA@ kayofa kaAna Ea`qibapu {l~a*iyna min qaboli himo wa la daAru {lo 'aAxirapi xayorN l~i l~a*iyna {t~aqa woA@ >a fa laA taEoqilu wna,"  rsl   qbl   rjl wHy    Ahl  qry    syr    ArD  nZr  kyf
 kwn Eqb   qbl    dwr  Axr xyr   wqy     Eql "
12,110,Hat~aY`^ <i*aA {sotayo_#asa {l r~usulu wa Zan~u w^A@ >an~a humo qado ku*ibu wA@ jaA^'a humo naSoru naA fa nuj~iYa man n~a$aA^'u wa laA yurad~u ba>osu naA Eani {lo qawomi {lo mujorimiyna,  yAs  rsl  Znn     k*b  jyA  nSr   njw  $yA   rdd bAs    qwm  jrm
12,111,la qado kaAna fiY qaSaSi himo EiborapN l~i >uw@liY {lo >aloba`bi maA kaAna HadiyvFA yufotaraY` wa la`kin taSodiyqa {l~a*iY bayona yadayo hi wa tafoSiyla kul~i $aYo'K wa hudFY wa raHomapF l~i qawomK yu&ominu wna,  kwn  qSS  Ebr  Awl  lbb  kwn Hdv fry   Sdq  byn ydy   fSl kll $yA  hdy  rHm  qwm Amn 
13,1,Al^m^r tiloka 'aAya`tu {lo kita`bi wa {l~a*iY^ >unzila <ilayo ka min r~ab~i ka {lo Haq~u wa la`kin~a >akovara {l n~aAsi laA yu&ominu wna,  Ayy  ktb   nzl    rbb   Hqq   kvr  nws  Amn 
13,2,{ll~ahu {l~a*iY rafaEa {l s~ama`wa`ti bi gayori EamadK tara wona haA vum~a {sotawaY` EalaY {lo Earo$i wa sax~ara {l $~amosa wa {lo qamara kul~N yajoriY li >ajalK m~usam~FY yudab~iru {lo >amora yufaS~ilu {lo 'aAya`ti laEal~a kum bi liqaA^'i rab~i kumo tuwqinu wna,Alh  rfE  smw  gyr Emd rAy    swy   Er$  sxr  $ms   qmr kll jry  Ajl smw dbr  Amr fSl  Ayy    lqy rbb  yqn 
13,3,wa huwa {l~a*iY mad~a {lo >aroDa wa jaEala fiy haA rawa`siYa wa >anoha`rFA wa min kul~i {l v~amara`ti jaEala fiy haA zawojayoni {vonayoni yugo$iY {l~a yola {l n~ahaAra <in~a fiY *a`lika la 'aAya`tK l~i qawomK yatafak~aru wna,   mdd  ArD  jEl   rsw  nhr   kll  vmr jEl   zwj vny g$w  lyl  nhr     Ayy  qwm fkr 
13,4,wa fiY {lo >aroDi qiTaEN m~utaja`wira`tN wa jan~a`tN m~ino >aEona`bK wa zaroEN wa naxiylN SinowaAnN wa gayoru SinowaAnK yusoqaY` bi maA^'K wa`HidK wa nufaD~ilu baEoDa haA EalaY` baEoDK fiY {lo >ukuli <in~a fiY *a`lika la 'aAya`tK l~i qawomK yaEoqilu wna,   ArD qTE jwr  jnn  Enb  zrE  nxl Snw  gyr Snw sqy  mwh wHd  fDl bED   bED   Akl     Ayy  qwm Eql 
13,5,wa <in taEojabo fa EajabN qawolu humo >a 'i*aA ku n~aA tura`bFA >a 'in~a A la fiY xaloqK jadiydK >uw@la`^}ika {l~a*iyna kafaru wA@ bi rab~i himo wa >uw@la`^}ika {lo >agola`lu fiY^ >aEonaAqi himo wa >uw@la`^}ika >aSoHa`bu {l n~aAri humo fiy haA xa`liduwna,  Ejb  Ejb qwl    kwn  trb      xlq jdd   kfr   rbb     gll  Enq    SHb  nwr    xld
13,6,wa yasotaEojilu wna ka bi {l s~ay~i}api qabola {lo Hasanapi wa qado xalato min qaboli himu {lo mavula`tu wa <in~a rab~a ka la *uw magofirapK l~i l n~aAsi EalaY` Zulomi himo wa <in~a rab~a ka la $adiydu {lo EiqaAbi, Ejl     swA qbl  Hsn   xlw  qbl   mvl   rbb    gfr   nws  Zlm    rbb   $dd  Eqb
13,7,wa yaquwlu {l~a*iyna kafaru wA@ lawolaA^ >unzila Ealayo hi 'aAyapN m~in r~ab~i hi.^ <in~a maA^ >anta mun*irN wa li kul~i qawomK haAdK, qwl  kfr   nzl   Ayy  rbb     n*r   kll qwm hdy
13,8,"{ll~ahu yaEolamu maA taHomilu kul~u >unvaY` wa maA tagiyDu {lo >aroHaAmu wa maA tazodaAdu wa kul~u $aYo'K Einda hu, bi miqodaArK",Alh Elm  Hml kll Anv   gyD  rHm   zyd  kll $yA End   qdr
13,9,Ea`limu {lo gayobi wa {l $~aha`dapi {lo kabiyru {lo mutaEaAli,Elm  gyb   $hd  kbr  Elw
13,10,sawaA^'N m~in kum m~ano >asar~a {lo qawola wa man jahara bi hi. wa mano huwa musotaxofK] bi {l~a yoli wa saAribN[ bi {l n~ahaAri,swy    srr  qwl   jhr      xfy   lyl  srb   nhr
13,11,"la hu, muEaq~iba`tN m~in[ bayoni yadayo hi wa mino xalofi hi. yaHofaZu wna hu, mino >amori {ll~ahi <in~a {ll~aha laA yugay~iru maA bi qawomK Hat~aY` yugay~iru wA@ maA bi >anfusi himo wa <i*aA^ >araAda {ll~ahu bi qawomK suw^'FA fa laA marad~a la hu, wa maA la hum m~in duwni hi. min waAlK",  Eqb  byn ydy    xlf  HfZ    Amr Alh  Alh  gyr   qwm  gyr    nfs    rwd Alh  qwm swA   rdd        dwn   wly
13,12,huwa {l~a*iY yuriy kumu {lo baroqa xawofFA wa TamaEFA wa yun$i}u {l s~aHaAba {l v~iqaAla,  rAy   brq xwf  TmE  n$A  sHb  vql
13,13,wa yusab~iHu {l r~aEodu bi Hamodi hi. wa {lo mala`^}ikapu mino xiyfati hi. wa yurosilu {l S~awa`Eiqa fa yuSiybu bi haA man ya$aA^'u wa humo yuja`dilu wna fiY {ll~ahi wa huwa $adiydu {lo miHaAli, sbH  rEd  Hmd    mlk  xwf   rsl  SEq  Swb    $yA   jdl   Alh   $dd  mHl
13,14,"la hu, daEowapu {lo Haq~i wa {l~a*iyna yadoEu wna min duwni hi. laA yasotajiybu wna la hum bi $aYo'K <il~aA ka ba`siTi kaf~ayo hi <ilaY {lo maA^'i li yaboluga faA hu wa maA huwa bi ba`ligi hi. wa maA duEaA^'u {lo ka`firiyna <il~aA fiY Dala`lK",  dEw  Hqq   dEw   dwn   jwb     $yA   bsT kff    mwh  blg fwh      blg    dEw  kfr   Dll
13,15,wa li l~ahi yasojudu man fiY {l s~ama`wa`ti wa {lo >aroDi TawoEFA wa karohFA wa Zila`lu hum bi {lo guduw~i wa {lo 'aASaAli,  Alh sjd    smw   ArD TwE  krh  Zll    gdw   ASl
13,16,qulo man r~ab~u {l s~ama`wa`ti wa {lo >aroDi quli {ll~ahu qulo >a fa {t~axa*o tum m~in duwni hi.^ >awoliyaA^'a laA yamoliku wna li >anfusi himo nafoEFA wa laA Dar~FA qulo halo yasotawiY {lo >aEomaY` wa {lo baSiyru >amo halo tasotawiY {l Z~uluma`tu wa {l n~uwru >amo jaEalu wA@ li l~ahi $urakaA^'a xalaqu wA@ ka xaloqi hi. fa ta$a`baha {lo xaloqu Ealayo himo quli {ll~ahu xa`liqu kul~i $aYo'K wa huwa {lo wa`Hidu {lo qah~a`ru,qwl  rbb  smw   ArD qwl Alh qwl   Ax*   dwn  wly  mlk   nfs  nfE   Drr qwl  swy  Emy   bSr   swy  Zlm   nwr  jEl   Alh $rk xlq   xlq   $bh  xlq   qwl Alh xlq kll $yA    wHd  qhr
13,17,">anzala mina {l s~amaA^'i maA^'F fa saAlato >awodiyapN[ bi qadari haA fa {Hotamala {l s~ayolu zabadFA r~aAbiyFA wa mi m~aA yuwqidu wna Ealayo hi fiY {l n~aAri {botigaA^'a HiloyapK >awo mata`EK zabadN m~ivolu hu, ka *a`lika yaDoribu {ll~ahu {lo Haq~a wa {lo ba`Tila fa >am~aA {l z~abadu fa ya*ohabu jufaA^'F wa >am~aA maA yanfaEu {l n~aAsa fa yamokuvu fiY {lo >aroDi ka *a`lika yaDoribu {ll~ahu {lo >amovaAla",nzl   smw mwh  syl wdy  qdr   Hml  syl zbd rbw    wqd      nwr bgy Hly  mtE zbd mvl    Drb Alh  Hqq   bTl    zbd  *hb jfA    nfE  nws  mkv   ArD   Drb Alh  mvl
13,18,"li l~a*iyna {sotajaAbu wA@ li rab~i himu {lo HusonaY` wa {l~a*iyna lamo yasotajiybu wA@ la hu, lawo >an~a la hum m~aA fiY {lo >aroDi jamiyEFA wa mivola hu, maEa hu, la {fotada woA@ bi hi.^ >uw@la`^}ika la humo suw^'u {lo HisaAbi wa ma>owaY` humo jahan~amu wa bi}osa {lo mihaAdu",  jwb   rbb   Hsn    jwb           ArD jmE  mvl     fdy       swA  Hsb  Awy    bAs  mhd
13,19,>a fa man yaEolamu >an~amaA^ >unzila <ilayo ka min r~ab~i ka {lo Haq~u ka mano huwa >aEomaY`^ <in~a maA yata*ak~aru >uw@luwA@ {lo >aloba`bi,   Elm  nzl    rbb   Hqq    Emy   *kr Awl  lbb
13,20,{l~a*iyna yuwfu wna bi Eahodi {ll~ahi wa laA yanquDu wna {lo miyva`qa, wfy   Ehd Alh   nqD   wvq
13,21,wa {l~a*iyna yaSilu wna maA^ >amara {ll~ahu bi hi.^ >an yuwSala wa yaxo$a wona rab~a humo wa yaxaAfu wna suw^'a {lo HisaAbi,  wSl   Amr Alh    wSl  x$y  rbb   xwf  swA  Hsb
13,22,wa {l~a*iyna Sabaru wA@ {botigaA^'a wajohi rab~i himo wa >aqaAmu wA@ {l S~alaw`pa wa >anfaqu wA@ mi m~aA razaqo na` humo sir~FA wa EalaAniyapF wa yadora'u wna bi {lo Hasanapi {l s~ay~i}apa >uw@la`^}ika la humo EuqobaY {l d~aAri,  Sbr  bgy wjh rbb   qwm   Slw  nfq    rzq   srr  Eln  drA    Hsn  swA    Eqb  dwr
13,23,jan~a`tu EadonK yadoxulu wna haA wa man SalaHa mino 'aAbaA^}i himo wa >azowa`ji himo wa *ur~iy~a`ti himo wa {lo mala`^}ikapu yadoxulu wna Ealayo him m~in kul~i baAbK,jnn  dxl     SlH  Abw   zwj   *rr    mlk dxl     kll bwb
13,24,sala`mN Ealayo kum bi maA Sabaro tumo fa niEoma EuqobaY {l d~aAri,slm     Sbr   nEm Eqb  dwr
13,25,wa {l~a*iyna yanquDu wna Eahoda {ll~ahi min[ baEodi miyva`qi hi. wa yaqoTaEu wna maA^ >amara {ll~ahu bi hi.^ >an yuwSala wa yufosidu wna fiY {lo >aroDi >uw@la`^}ika la humu {l l~aEonapu wa la humo suw^'u {l d~aAri,  nqD  Ehd Alh  bEd wvq   qTE   Amr Alh    wSl  fsd    ArD     lEn    swA  dwr
13,26,{ll~ahu yabosuTu {l r~izoqa li man ya$aA^'u wa yaqodiru wa fariHu wA@ bi {lo Hayaw`pi {l d~unoyaA wa maA {lo Hayaw`pu {l d~unoyaA fiY {lo 'aAxirapi <il~aA mata`EN,Alh bsT  rzq   $yA  qdr  frH    Hyy  dnw    Hyy  dnw   Axr  mtE
13,27,wa yaquwlu {l~a*iyna kafaru wA@ lawolaA^ >unzila Ealayo hi 'aAyapN m~in r~ab~i hi. qulo <in~a {ll~aha yuDil~u man ya$aA^'u wa yahodiY^ <ilayo hi mano >anaAba, qwl  kfr   nzl   Ayy  rbb  qwl  Alh Dll  $yA  hdy    nwb
13,28,{l~a*iyna 'aAmanu wA@ wa taToma}in~u quluwbu hum bi *ikori {ll~ahi >alaA bi *ikori {ll~ahi taToma}in~u {lo quluwbu, Amn   Tmn qlb   *kr Alh   *kr Alh Tmn  qlb
13,29,{l~a*iyna 'aAmanu wA@ wa Eamilu wA@ {l S~a`liHa`ti TuwbaY` la humo wa Husonu ma_#aAbK, Amn   Eml   SlH Tyb    Hsn Awb
13,30,ka *a`lika >arosalo na` ka fiY^ >um~apK qado xalato min qaboli haA^ >umamN l~i tatoluwaA@ Ealayo himu {l~a*iY^ >awoHayo naA^ <ilayo ka wa humo yakofuru wna bi {l r~aHoma`ni qulo huwa rab~i Y laA^ <ila`ha <il~aA huwa Ealayo hi tawak~alo tu wa <ilayo hi mataAbi ,  rsl    Amm  xlw  qbl  Amm  tlw    wHy      kfr    rHm qwl  rbb   Alh     wkl     twb 
13,31,wa lawo >an~a quro'aAnFA suy~irato bi hi {lo jibaAlu >awo quT~iEato bi hi {lo >aroDu >awo kul~ima bi hi {lo mawotaY` bal l~i l~ahi {lo >amoru jamiyEFA >a fa lamo yaA@yo_#asi {l~a*iyna 'aAmanu w^A@ >an l~awo ya$aA^'u {ll~ahu la hadaY {l n~aAsa jamiyEFA wa laA yazaAlu {l~a*iyna kafaru wA@ tuSiybu hum bi maA SanaEu wA@ qaAriEapN >awo taHul~u qariybFA m~in daAri himo Hat~aY` ya>otiYa waEodu {ll~ahi <in~a {ll~aha laA yuxolifu {lo miyEaAda,   qrA syr    jbl  qTE    ArD  klm    mwt   Alh  Amr jmE    yAs  Amn    $yA Alh  hdy  nws jmE   zyl  kfr  Swb    SnE  qrE  Hll qrb  dwr   Aty wEd Alh  Alh  xlf  wEd
13,32,wa la qadi {sotuhozi}a bi rusulK m~in qaboli ka fa >amolayo tu li l~a*iyna kafaru wA@ vum~a >axa*o tu humo fa kayofa kaAna EiqaAbi ,"   hzA  rsl  qbl   mlw    kfr   Ax*    kyf
 kwn Eqb "
13,33,">a fa mano huwa qaA^}imN EalaY` kul~i nafosK] bi maA kasabato wa jaEalu wA@ li l~ahi $urakaA^'a qulo sam~u w humo >amo tunab~i_#u wna hu, bi maA laA yaEolamu fiY {lo >aroDi >am bi Za`hirK m~ina {lo qawoli balo zuy~ina li l~a*iyna kafaru wA@ makoru humo wa Sud~u wA@ Eani {l s~abiyli wa man yuDolili {ll~ahu fa maA la hu, mino haAdK",    qwm  kll nfs   ksb  jEl   Alh $rk qwl smw    nbA      Elm   ArD   Zhr   qwl  zyn   kfr  mkr   Sdd    sbl   Dll Alh      hdy
13,34,l~a humo Ea*aAbN fiY {lo Hayaw`pi {l d~unoyaA wa la Ea*aAbu {lo 'aAxirapi >a$aq~u wa maA la hum m~ina {ll~ahi min waAqK,  E*b   Hyy  dnw   E*b  Axr $qq      Alh  wqy
13,35,m~avalu {lo jan~api {l~atiY wuEida {lo mut~aquwna tajoriY min taHoti haA {lo >anoha`ru >ukulu haA daA^}imN wa Zil~u haA tiloka EuqobaY {l~a*iyna {t~aqa wA@ w~a EuqobaY {lo ka`firiyna {l n~aAru,mvl  jnn  wEd  wqy jry  tHt   nhr Akl  dwm  Zll   Eqb  wqy   Eqb  kfr  nwr
13,36,"wa {l~a*iyna 'aAtayo na` humu {lo kita`ba yaforaHu wna bi maA^ >unzila <ilayo ka wa mina {lo >aHozaAbi man yunkiru baEoDa hu, qulo <in~a maA^ >umiro tu >ano >aEobuda {ll~aha wa laA^ >u$orika bi hi.^ <ilayo hi >adoEuwA@ wa <ilayo hi ma_#aAbi",  Aty    ktb frH    nzl      Hzb  nkr bED  qwl   Amr   Ebd Alh   $rk     dEw    Awb
13,37,wa ka *a`lika >anzalo na` hu HukomFA Earabiy~FA wa la }ini {t~abaEo ta >ahowaA^'a hum baEoda maA jaA^'a ka mina {lo Eilomi maA la ka mina {ll~ahi min waliY~K wa laA waAqK,"   nzl   Hkm Erb    tbE  hwy  bEd
  jyA    Elm     Alh  wly   wqy"
13,38,wa la qado >arosalo naA rusulFA m~in qaboli ka wa jaEalo naA la humo >azowa`jFA wa *ur~iy~apF wa maA kaAna li rasuwlK >an ya>otiYa bi _#aAyapK <il~aA bi <i*oni {ll~ahi li kul~i >ajalK kitaAbN,   rsl  rsl  qbl   jEl    zwj  *rr   kwn  rsl  Aty  Ayy   A*n Alh  kll Ajl ktb
13,39,"yamoHuwA@ {ll~ahu maA ya$aA^'u wa yuvobitu wa Einda hu,^ >um~u {lo kita`bi",mHw Alh  $yA  vbt  End  Amm  ktb
13,40,wa <in m~aA nuriya n~a ka baEoDa {l~a*iY naEidu humo >awo natawaf~aya n~a ka fa <in~a maA Ealayo ka {lo bala`gu wa Ealayo naA {lo HisaAbu,   rAy   bED  wEd   wfy         blg     Hsb
13,41,>a wa lamo yara woA@ >an~a A na>otiY {lo >aroDa nanquSu haA mino >aToraAfi haA wa {ll~ahu yaHokumu laA muEaq~iba li Hukomi hi. wa huwa sariyEu {lo HisaAbi,   rAy    Aty  ArD nqS   Trf   Alh Hkm  Eqb  Hkm    srE  Hsb
13,42,wa qado makara {l~a*iyna min qaboli himo fa li l~ahi {lo makoru jamiyEFA yaEolamu maA takosibu kul~u nafosK wa sa yaEolamu {lo kuf~a`ru li mano EuqobaY {l d~aAri,  mkr   qbl    Alh  mkr jmE Elm  ksb kll nfs   Elm  kfr   Eqb  dwr
13,43,"wa yaquwlu {l~a*iyna kafaru wA@ laso ta murosalFA qulo kafaY` bi {ll~ahi $ahiydF[A bayoni Y wa bayona kumo wa mano Einda hu, Eilomu {lo kita`bi"," qwl  kfr  lys  rsl qwl kfy  Alh $hd byn
   byn    End  Elm  ktb"
14,1,Al^r kita`bN >anzalo na` hu <ilayo ka li tuxorija {l n~aAsa mina {l Z~uluma`ti <ilaY {l n~uwri bi <i*oni rab~i himo <ilaY` Sira`Ti {lo Eaziyzi {lo Hamiydi, ktb nzl      xrj  nws   Zlm   nwr  A*n rbb   SrT  Ezz  Hmd
14,2,"{ll~ahi {l~a*iY la hu, maA fiY {l s~ama`wa`ti wa maA fiY {lo >aroDi wa wayolN l~i lo ka`firiyna mino Ea*aAbK $adiydK",Alh       smw     ArD     kfr  E*b $dd
14,3,{l~a*iyna yasotaHib~u wna {lo Hayaw`pa {l d~unoyaA EalaY {lo 'aAxirapi wa yaSud~u wna Ean sabiyli {ll~ahi wa yabogu wna haA EiwajFA >uw@la`^}ika fiY Dala`lK] baEiydK, Hbb   Hyy  dnw   Axr  Sdd   sbl Alh  bgy   Ewj   Dll bEd
